OriTeamName,AdjTeamName
UTEP,UTEP
Toledo,Toledo
La Salle,La Salle
Delaware,Delaware
Oregon St,Oregon St
Indiana St,Indiana St
Vanderbilt,Vanderbilt
Portland,Portland
Texas A&M,Texas A&M
South Carolina,South Carolina
Louisiana Lafayette,ULL
Georgia Tech,Georgia Tech
Rhode Island,Rhode Island
Fresno St,Fresno St
Wyoming,Wyoming
Wake Forest,Wake Forest
Columbia,Columbia
American,American Univ
Utah St,Utah St
Auburn,Auburn
Davidson,Davidson
Canisius,Canisius
Eastern Kentucky,E Kentucky
Boston University,Boston Univ
Ohio,Ohio
Colorado St,Colorado St
Drexel,Drexel
Towson,Towson
Wright St,Wright St
Western Michigan,W Michigan
Houston,Houston
Northwestern,Northwestern
Murray St,Murray St
Eastern Michigan,E Michigan
Hawaii,Hawaii
San Diego,San Diego
Denver,Denver
South Dakota St,S Dakota St
George Mason,George Mason
Boston College,Boston College
Long Beach St,Long Beach St
Nevada,Nevada
IPFW,IPFW
Akron,Akron
Pacific,Pacific
Illinois St,Illinois St
Quinnipiac,Quinnipiac
Temple,Temple
Duquesne,Duquesne
USC,USC
Yale,Yale
Santa Clara,Santa Clara
UCF,UCF
UAB,UAB
Holy Cross,Holy Cross
Missouri St,Missouri St
Bucknell,Bucknell
Pepperdine,Pepperdine
Arkansas St,Arkansas St
Brown,Brown
Valparaiso,Valparaiso
Siena,Siena
Southern Illinois,S Illinois
USC Upstate,SC Upstate
William & Mary,William & Mary
Milwaukee,WI Milwaukee
Stony Brook,Stony Brook
Rutgers,Rutgers
Weber St,Weber St
Charlotte,Charlotte
Robert Morris,Robert Morris
Virginia Tech,Virginia Tech
Old Dominion,Old Dominion
Cal Poly,Cal Poly SLO
Nebraska Omaha,NE Omaha
Loyola Marymount,Loy Marymount
Western Kentucky,WKU
Albany,Albany NY
Morehead St,Morehead St
Florida Gulf Coast,FL Gulf Coast
DePaul,DePaul
Colgate,Colgate
Youngstown St,Youngstown St
Northwestern St,Northwestern LA
Drake,Drake
Oral Roberts,Oral Roberts
Wagner,Wagner
Washington St,Washington St
South Florida,South Florida
Wofford,Wofford
Kent St,Kent
Oakland,Oakland
Detroit,Detroit
Sam Houston St,Sam Houston St
Bryant,Bryant
Southern,Southern Univ
St Francis NY,St Francis NY
College of Charleston,Col Charleston
Fordham,Fordham
Elon,Elon
Northeastern,Northeastern
Utah Valley,Utah Valley
Mississippi St,Mississippi St
Marist,Marist
Bowling Green,Bowling Green
Mount St Mary's,Mt St Mary's
Northern Illinois,N Illinois
VMI,VMI
Evansville,Evansville
TCU,TCU
Bradley,Bradley
UT Arlington,UT Arlington
Montana,Montana
Hampton,Hampton
Rider,Rider
Miami OH,Miami OH
Arkansas Little Rock,Ark Little Rock
Charleston Southern,Charleston So
Dartmouth,Dartmouth
Coastal Carolina,Coastal Car
Cal St Bakersfield,CS Bakersfield
Cal St Northridge,CS Northridge
Morgan St,Morgan St
Southeast Missouri St,SE Missouri St
Northern Colorado,N Colorado
Army,Army
Winthrop,Winthrop
Texas A&M Corpus Chris,TAM C. Christi
FIU,Florida Intl
North Texas,North Texas
Eastern Washington,E Washington
Hartford,Hartford
UNC Asheville,UNC Asheville
Marshall,Marshall
Western Carolina,W Carolina
East Carolina,East Carolina
Saint Peter's,St Peter's
Seattle,Seattle
Grand Canyon,Grand Canyon
Lehigh,Lehigh
East Tennessee St,ETSU
Florida Atlantic,FL Atlantic
Lafayette,Lafayette
Loyola Chicago,Loyola-Chicago
Cal St Fullerton,CS Fullerton
Gardner Webb,Gardner Webb
High Point,High Point
Troy,Troy
Louisiana Monroe,ULM
Air Force,Air Force
South Alabama,South Alabama
Idaho,Idaho
South Dakota,South Dakota
Radford,Radford
Penn,Penn
Texas Southern,TX Southern
Norfolk St,Norfolk St
Idaho St,Idaho St
Incarnate Word,Incarnate Word
Northern Arizona,Northern Arizona
North Dakota,North Dakota
North Florida,North Florida
Lipscomb,Lipscomb
Hofstra,Hofstra
James Madison,James Madison
Tennessee Tech,Tennessee Tech
Monmouth,Monmouth NJ
Niagara,Niagara
Fairfield,Fairfield
UMKC,Missouri KC
UC Riverside,UC Riverside
Illinois Chicago,IL Chicago
Western Illinois,W Illinois
Sacramento St,CS Sacramento
Texas St,Texas St
Portland St,Portland St
Chattanooga,Chattanooga
UNC Wilmington,UNC Wilmington
Savannah St,Savannah St
Fairleigh Dickinson,F Dickinson
Chicago St,Chicago St
Liberty,Liberty
Tulane,Tulane
Central Michigan,C Michigan
Austin Peay,Austin Peay
Tennessee St,Tennessee St
San Jose St,San Jose St
SIU Edwardsville,Edwardsville
Georgia Southern,Ga Southern
Loyola MD,Loyola MD
Coppin St,Coppin St
Jackson St,Jackson St
Texas Pan American,UTRGV
Ball St,Ball St
Florida A&M,Florida A&M
Alabama St,Alabama St
Eastern Illinois,E Illinois
Rice,Rice
Sacred Heart,Sacred Heart
Montana St,Montana St
Jacksonville,Jacksonville
Nicholls St,Nicholls St
Central Connecticut,Central Conn
Alabama A&M,Alabama A&M
Navy,Navy
NJIT,NJIT
Jacksonville St,Jacksonville St
McNeese St,McNeese St
Northern Kentucky,N Kentucky
Southeastern Louisiana,SE Louisiana
UTSA,UT San Antonio
St Francis PA,St Francis PA
UNC Greensboro,UNC Greensboro
UC Davis,UC Davis
New Orleans,New Orleans
Tennessee Martin,TN Martin
LIU Brooklyn,Long Island
Samford,Samford
Delaware St,Delaware St
UMass Lowell,MA Lowell
UMBC,UMBC
Alcorn St,Alcorn St
Prairie View A&M,Prairie View
Arkansas Pine Bluff,Ark Pine Bluff
Campbell,Campbell
New Hampshire,New Hampshire
Central Arkansas,Cent Arkansas
IUPUI,IUPUI
Appalachian St,Appalachian St
Howard,Howard
Binghamton,Binghamton
North Carolina A&T,NC A&T
Stetson,Stetson
Maryland Eastern Shore,MD E Shore
Bethune Cookman,Bethune-Cookman
Kennesaw St,Kennesaw
Maine,Maine
Cornell,Cornell
Houston Baptist,Houston Bap
Furman,Furman
Lamar,Lamar
South Carolina St,S Carolina St
The Citadel,Citadel
Longwood,Longwood
Mississippi Valley St,MS Valley St
Abilene Christian,Abilene Chr
Presbyterian,Presbyterian
Grambling St,Grambling
Southern Utah,Southern Utah
