OriTeamName,AdjTeamName
Saint Joseph's,St Joseph's PA
Bucknell,Bucknell
Wright St,Wright St
Hofstra,Hofstra
Utah Valley St,Utah Valley
Saint Mary's,St Mary's CA
Wake Forest,Wake Forest
Fresno St,Fresno St
North Dakota St,N Dakota St
Seton Hall,Seton Hall
Baylor,Baylor
Colorado St,Colorado St
Miami FL,Miami FL
Drake,Drake
Toledo,Toledo
UCF,UCF
Boise St,Boise St
Long Beach St,Long Beach St
Tulsa,Tulsa
Western Kentucky,WKU
UAB,UAB
Western Michigan,W Michigan
Marist,Marist
Saint Louis,St Louis
Belmont,Belmont
Dayton,Dayton
Vermont,Vermont
College of Charleston,Col Charleston
Ohio,Ohio
South Carolina,South Carolina
Southern Miss,Southern Miss
St John's,St John's
Wyoming,Wyoming
Oakland,Oakland
Temple,Temple
Sam Houston St,Sam Houston St
UTEP,UTEP
Iowa St,Iowa St
Rhode Island,Rhode Island
Northwestern,Northwestern
Fordham,Fordham
Albany,Albany NY
New Mexico,New Mexico
Indiana St,Indiana St
Tulane,Tulane
Cincinnati,Cincinnati
Arizona St,Arizona St
Green Bay,WI Green Bay
Utah,Utah
South Alabama,South Alabama
Penn St,Penn St
Valparaiso,Valparaiso
Siena,Siena
South Florida,South Florida
Illinois Chicago,IL Chicago
Towson,Towson
UC Santa Barbara,Santa Barbara
Detroit,Detroit
Charlotte,Charlotte
Cal Poly,Cal Poly SLO
San Francisco,San Francisco
Idaho St,Idaho St
San Diego,San Diego
Minnesota,Minnesota
Northern Arizona,Northern Arizona
North Texas,North Texas
Austin Peay,Austin Peay
UNC Greensboro,UNC Greensboro
Northwestern St,Northwestern LA
East Tennessee St,ETSU
American,American Univ
SMU,SMU
UC Irvine,UC Irvine
Tennessee Tech,Tennessee Tech
TCU,TCU
Rice,Rice
Yale,Yale
Oregon St,Oregon St
High Point,High Point
Portland St,Portland St
Central Connecticut,Central Conn
Youngstown St,Youngstown St
Cal St Fullerton,CS Fullerton
Eastern Kentucky,E Kentucky
Eastern Washington,E Washington
IUPUI,IUPUI
Southern Utah,Southern Utah
Weber St,Weber St
Lipscomb,Lipscomb
Northeastern,Northeastern
Sacred Heart,Sacred Heart
Niagara,Niagara
Marshall,Marshall
Cornell,Cornell
Loyola MD,Loyola MD
Montana,Montana
Furman,Furman
Boston University,Boston Univ
Louisiana Tech,Louisiana Tech
Stephen F Austin,SF Austin
Buffalo,Buffalo
William & Mary,William & Mary
Georgia Southern,Ga Southern
Delaware St,Delaware St
Chattanooga,Chattanooga
Middle Tennessee,MTSU
Chicago St,Chicago St
Arkansas St,Arkansas St
Ball St,Ball St
Fairfield,Fairfield
Rutgers,Rutgers
Columbia,Columbia
Pacific,Pacific
Milwaukee,WI Milwaukee
Robert Morris,Robert Morris
Loyola Marymount,Loy Marymount
UMKC,Missouri KC
Central Michigan,C Michigan
Lamar,Lamar
Bowling Green,Bowling Green
Colorado,Colorado
Murray St,Murray St
Liberty,Liberty
Pepperdine,Pepperdine
Samford,Samford
Duquesne,Duquesne
Eastern Michigan,E Michigan
Binghamton,Binghamton
UNC Wilmington,UNC Wilmington
Brown,Brown
Troy,Troy
Florida Atlantic,FL Atlantic
Southeastern Louisiana,SE Louisiana
Northern Illinois,N Illinois
New Orleans,New Orleans
Cleveland St,Cleveland St
San Jose St,San Jose St
Cal St Northridge,CS Northridge
Coastal Carolina,Coastal Car
La Salle,La Salle
VMI,VMI
Hartford,Hartford
Western Carolina,W Carolina
Mount St Mary's,Mt St Mary's
Georgia St,Georgia St
UNC Asheville,UNC Asheville
Louisiana Monroe,ULM
Rider,Rider
Canisius,Canisius
Jacksonville,Jacksonville
Hampton,Hampton
IPFW,IPFW
Mississippi Valley St,MS Valley St
Jackson St,Jackson St
Lehigh,Lehigh
Wofford,Wofford
Quinnipiac,Quinnipiac
Arkansas Little Rock,Ark Little Rock
Florida A&M,Florida A&M
Centenary,Centenary
Harvard,Harvard
Monmouth,Monmouth NJ
Fairleigh Dickinson,F Dickinson
Manhattan,Manhattan
UT Arlington,UT Arlington
Army,Army
Kennesaw St,Kennesaw
McNeese St,McNeese St
Maine,Maine
Texas Pan American,UTRGV
Navy,Navy
Princeton,Princeton
Campbell,Campbell
Louisiana Lafayette,ULL
UMBC,UMBC
Nicholls St,Nicholls St
Montana St,Montana St
Portland,Portland
Central Arkansas,Cent Arkansas
Stony Brook,Stony Brook
Elon,Elon
Richmond,Richmond
Morehead St,Morehead St
St Francis NY,St Francis NY
Tennessee St,Tennessee St
Gardner Webb,Gardner Webb
North Carolina A&T,NC A&T
FIU,Florida Intl
Colgate,Colgate
South Carolina St,S Carolina St
Wagner,Wagner
Morgan St,Morgan St
New Hampshire,New Hampshire
Sacramento St,CS Sacramento
Radford,Radford
James Madison,James Madison
Dartmouth,Dartmouth
Jacksonville St,Jacksonville St
Delaware,Delaware
Southeast Missouri St,SE Missouri St
Mercer,Mercer
St Bonaventure,St Bonaventure
Idaho,Idaho
Arkansas Pine Bluff,Ark Pine Bluff
East Carolina,East Carolina
Coppin St,Coppin St
Southern,Southern Univ
Eastern Illinois,E Illinois
St Francis PA,St Francis PA
UC Riverside,UC Riverside
LIU Brooklyn,Long Island
Texas St,Texas St
Stetson,Stetson
Lafayette,Lafayette
Northern Colorado,N Colorado
Tennessee Martin,TN Martin
Western Illinois,W Illinois
Saint Peter's,St Peter's
Grambling St,Grambling
UTSA,UT San Antonio
Alabama St,Alabama St
UC Davis,UC Davis
South Dakota St,S Dakota St
Longwood,Longwood
Texas Southern,TX Southern
Norfolk St,Norfolk St
Iona,Iona
Charleston Southern,Charleston So
The Citadel,Citadel
Savannah St,Savannah St
Alcorn St,Alcorn St
Denver,Denver
Winston Salem St,W Salem St
Howard,Howard
Alabama A&M,Alabama A&M
Prairie View A&M,Prairie View
Bethune Cookman,Bethune-Cookman
NJIT,NJIT
North Florida,North Florida
Maryland Eastern Shore,MD E Shore
