Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
261,Southern Utah,MCon,10-18,-9.62,96.5,106.1,65.7,-0.005,-0.78,100.8,101.5,3.06
262,Fordham,A10,6-22,-9.63,92.1,101.7,70.2,0.013,4.85,102.3,97.5,2
263,Idaho St.,BSky,13-18,-9.84,97.4,107.3,73.2,0.092,-1.77,98.5,100.2,1.95
264,James Madison,CAA,7-21,-9.96,95.8,105.7,67.7,-0.006,-0.84,97.8,98.6,-5.59
265,Tennessee St.,OVC,7-21,-10.07,99.1,109.2,69.9,-0.051,-1.88,100.5,102.3,4.64
266,Alabama St. 16,SWAC,16-15,-10.49,90,100.5,65.4,0.023,-12.28,90.7,103,-1.59
267,Columbia,Ivy,10-17,-10.49,91.2,101.7,71.2,-0.033,-6.03,96,102,-5.19
268,Hampton,MEAC,13-17,-10.66,93.7,104.3,72,-0.022,-9.82,92.9,102.8,0.92
269,St. Francis PA,NEC,13-15,-10.86,95.9,106.7,67.3,0.048,-9.54,94.5,104,-5.27
270,Robert Morris,NEC,14-15,-11.21,96.8,108,66.9,0.061,-8.63,95.6,104.2,-2.52
271,Sam Houston St.,Slnd,13-15,-11.26,94.1,105.3,73.8,-0.004,-7.66,94.7,102.3,-2.9
272,Mount St. Mary's,NEC,10-19,-11.26,92.8,104.1,68.3,-0.036,-8.16,95.1,103.3,-3.75
273,Stetson,ASun,12-15,-11.37,91.4,102.7,69.1,0.098,-3.67,98.8,102.5,9.75
274,Central Michigan,MAC,6-24,-11.44,93.5,105,74.4,-0.006,1.3,101.1,99.8,1.85
275,Louisiana Monroe,Slnd,12-19,-11.6,89.5,101.1,71.9,0.029,-4.48,97.5,102,2.04
276,Wagner,NEC,13-16,-11.65,91.7,103.3,69.5,0.073,-8.17,95.7,103.9,-1.33
277,Gardner Webb,ASun,9-20,-11.77,93.5,105.2,69.2,-0.032,-4.07,97.8,101.9,2.74
278,Towson,CAA,8-21,-11.88,90.9,102.8,67.4,0.024,-1.42,98,99.4,-8.68
279,Eastern Illinois,OVC,6-21,-12.07,91.4,103.5,71.7,-0.071,-2.84,100.2,103,0.73
280,Colgate,Pat,15-14,-12.14,94.7,106.8,67.8,0.095,-8.8,93.4,102.2,-6.95
281,San Diego,WCC,4-26,-12.19,96.2,108.4,72.7,-0.047,2.29,101.6,99.3,1.4
282,Cleveland St.,Horz,4-25,-12.2,89.3,101.5,73,-0.11,0.93,99.9,99,-1.09
283,Sacred Heart,NEC,12-15,-12.2,93.7,105.9,75.5,0.055,-9.72,94.2,103.9,-6.27
284,Lamar,Slnd,11-18,-12.31,92.7,105,78,-0.042,-6.4,95.7,102.1,-0.42
285,UMBC,AE,7-21,-12.63,89.3,101.9,66.5,-0.131,-8.06,94.1,102.2,-4.61
286,IPFW,ind,3-25,-12.63,93.6,106.2,67.4,-0.037,1.23,100.9,99.7,2.47
287,Wofford,SC,9-20,-12.67,94.9,107.6,74.1,0.029,-1.18,98.4,99.6,4.3
288,Radford,BSth,12-16,-12.78,91.3,104.1,69.8,-0.009,-8.94,93.5,102.5,-5.13
289,Jacksonville,ASun,13-15,-12.81,93.6,106.4,71,0.101,-6.52,96.3,102.9,-9.77
290,Southern,SWAC,12-16,-13.21,92,105.2,71.9,-0.079,-13.73,89.8,103.5,-5.67
291,Marist,MAAC,6-22,-13.52,88.7,102.2,68.4,-0.046,-2.75,98.3,101,-2.42
292,Jackson St.,SWAC,12-17,-13.64,83.4,97.1,72.3,-0.007,-11.99,91.4,103.4,-0.61
293,Long Beach St.,BW,6-21,-13.67,92.1,105.8,68.9,-0.009,-1.23,99.5,100.8,-2.98
294,New Hampshire,AE,10-20,-13.82,89.3,103.1,67.3,-0.034,-8.51,93,101.6,-6.42
295,Hartford,AE,12-17,-13.83,91.1,104.9,68.2,0.04,-7.4,94.5,101.9,-4.13
296,Morgan St.,MEAC,11-16,-14.35,92.9,107.3,71.1,0.008,-11.49,91.2,102.7,-0.15
297,Stony Brook,AE,10-20,-14.43,91.7,106.1,66.9,0.017,-7.85,93.4,101.3,-5.88
298,Texas Southern,SWAC,14-15,-14.95,84.5,99.5,72.7,0.004,-14.31,90.2,104.5,-8.27
299,Quinnipiac,NEC,9-20,-15.14,93.8,108.9,73.5,-0.067,-9.19,94.8,103.9,-5.44
300,Grambling St.,SWAC,11-18,-15.18,89.3,104.4,72.9,-0.041,-11.22,91.2,102.5,3.3
301,Norfolk St.,MEAC,12-17,-15.69,87.5,103.2,67.7,0.023,-13.5,90.4,103.9,-7.43
302,Alabama A&M,SWAC,13-17,-15.99,90.9,106.9,73.6,0.037,-13.59,90.4,104,-3.26
303,LIU Brooklyn,NEC,8-19,-16.15,88.8,104.9,74.7,0.005,-9.25,94.7,103.9,-6.65
304,Western Illinois,MCon,3-25,-16.83,91.8,108.6,70.9,-0.057,-1.22,100.1,101.4,0.21
305,UNC Asheville,BSth,9-20,-16.85,89.8,106.6,68.3,0.026,-4.64,96.3,100.9,7.67
306,Lipscomb,ASun,7-21,-17.11,92.5,109.6,70,-0.034,-4.26,98.4,102.7,1.77
307,Harvard,Ivy,4-23,-17.69,85.6,103.3,74.4,-0.048,-4.93,96.3,101.2,-4.34
308,Charleston Southern,BSth,6-22,-17.81,85.9,103.7,64.8,-0.111,-8.15,94.6,102.7,-3.91
309,Howard,MEAC,6-22,-18.91,83.1,102,69.4,-0.082,-11.61,92.4,104.1,-4.28
310,Albany,AE,5-23,-19.52,83.7,103.2,66.1,-0.054,-9.14,93.4,102.5,-9.76
311,FIU,SB,5-22,-20.34,79.8,100.2,66.3,-0.015,-1.41,99.5,101,-3.22
312,Alcorn St.,SWAC,11-18,-20.58,88.6,109.2,70.7,0.074,-11.98,90.9,102.9,-4.09
313,Bethune Cookman,MEAC,8-21,-21.46,85.1,106.6,67.6,0.004,-12.43,90.6,103,-6.7
314,Campbell,ASun,3-24,-22.05,87.9,110,76.3,-0.009,-4.51,98.2,102.7,-1.6
315,Loyola MD,MAAC,1-27,-22.78,85.3,108,69.4,-0.04,-4.07,97.1,101.2,-8.14
316,Savannah St.,ind,4-24,-23.18,81.3,104.4,74.2,0.014,-3.55,98.4,101.9,-3.43
317,The Citadel,SC,6-22,-23.33,81.9,105.2,67.8,0.001,-2.52,97.7,100.2,-1.45
318,Nicholls St.,Slnd,6-21,-23.4,85.6,109,70.6,-0.03,-6.9,95.7,102.6,-2.41
319,Dartmouth,Ivy,3-25,-23.9,83.8,107.7,65.7,-0.04,-7.17,95.6,102.7,-9.42
320,Prairie View A&M,SWAC,7-20,-24.07,84.6,108.7,70.7,0.062,-10.32,92.1,102.5,2.28
321,Maryland Eastern Shore,MEAC,8-21,-24.12,86.2,110.3,65.6,0.055,-11.94,91.4,103.3,-5.23
322,VMI,BSth,6-22,-24.15,79.9,104,67,0.014,-6.8,95.1,101.9,-0.4
323,North Carolina A&T,MEAC,3-25,-25.86,72.8,98.7,76.7,-0.07,-9.57,93.9,103.5,2.73
324,Navy,Pat,5-23,-26.41,77.5,103.9,69.4,-0.028,-5.55,95.7,101.3,-0.64
325,Army,Pat,6-21,-29.83,74.3,104.1,65.4,0,-9.29,93.6,102.9,-10.65
326,Arkansas Pine Bluff,SWAC,1-26,-35.44,72.2,107.7,71.1,-0.015,-9.72,92.6,102.3,2.8
